country;have_effect_on;ukraine_ukraine
wilders;achieve_success_in;his_dutch_mp_geert_wilders_:_eu
country;leave;the_eu_ukraine_the_eu_
wilders;cite_example_of;switzerland
we;lose;our
_president_obama;be;a_puppet_president_obama
matter;be;the_us_the_us_state_department_the_us_state_department_government
president_obama;support;nazis
rt;think;the_the_us
imf;come_to;your_a_country
those_media_allegations;be_populist_in;nature
ministry_spokesman;call_on;pentagon_pentagon
koval;quote;_mikhail_koval
the_ukrainian_border;record_on;april_#
ukrainian_border;be;#_kilometers
the_russian_drills;mean_to_discourage;kiev_kiev_that_russian_jets_violated_ukrainian_airspace_seven_times
night;violate;ukrainian_airspace_#_#
the_only_reason;be_to_provoke;ukraine_ukraine
the_russian_foreign_ministry;say_on;saturday
observers;send_to;slavyansk_slavyansk
the_observers_capture;orchestrate_by;moscow
_moscow_which_are_actively_circulating_in_ukrainian_mass_media;be_reflection_of;the_inflamed_imagination_of_kiev_kiev
russian_president_vladimir_putin;send;his_russian_president_vladimir_putin
the_mission;result_in;the_release_of_the_the_osce_military_observers
this_step;take_by;the_slavyansk_slavyansk
activists;detain_on;suspicion_of_espionage_#_members_of_a_military_mission
team_members;release_for;medical_reasons
we;conduct_consultation_with;the_osce_osce
radicals;set_fire_to;a_trade_union_building
violence;take_place_day_as;ukraine_ukraine_
people;die_near;slavyansk_slavyansk
the_ukrainian_military;tighten;its_the_ukrainian_military
the_aircraft;shoot_by;air_missiles
the_geneva_agreements;reach_on;april_#
people;call_in;despair
western_leaders;have_view_on;the_situation
additional_more_severe_sanctions;disrupt;ukraine_'s_ukraine_'s_odessa
leaders;meet_in;washington
violence;reach_between;ukraine
preference;be_resolution_to;this_issue
the_u.n._security_council;convene;its_odessa_friday
general_ban_moon;reiterate;his_grave_concern_ban_ki-moon
council_session;convene_at;the_request_of_russia
all_sides;appeal_to;those
observors;release_in;slavyansk_saturday
the_state_ria_novosti_news_agency;quote;russia_'s_russia_'s
eu;sadden_by;the_tragic_loss_of_human_lives
this;link_to;sanctions
the_the_us_decision_decision;come_at;a_politically_difficult_moment
administration;take;some_harsh_decision
this;account_for;#_percent_of_russian_russian_exports
only_#;import_from;russia_russia
gsp;institute_on;january_#_#
legal_authorization_of_the_the_us_generalized_system_of_preferences_-lrb-_gsp_-rrb-_gsp_program;expire_on;july_#_#
ukraine;stop_use_of;army_units
others;die_for;god
government_offers;be_set_of;phrases
deputies;support;his_one
they;have_subsidiary_in;ukraine
banks;include;vtb
administration;recognize;the_the_syrian_opposition_council
the_new_status;provide_platform_for;the_syrian_national_coalition
it;be;_an_important_step_in_the_path_toward_a_new_syria
jarba;embark_on;his_jarba
the_soc_president;make_announcement_of;the_change
government;recognize;our_syrian_coalition_'s_washington
move;be_request_by;the_syrian_opposition
government;recognize_by;the_the_us
additional_aid;bring;the_total_us_the_us
coalition;battle_against;assad_syrian_president_bashar_assad
millions_more;displace_in;the_#_years
electricity_supply;resume_to;most_of_the_houses
#_residential_localities_of_#_people;have_electricity_on;saturday_morning
school_classes;cancel_in;chelyabinsk_chelyabinsk
new_people;bring_to;power
russia;recognize;the_proclaimed_ukrainian_authorities
burma_'s_western_border;discriminate_against_for;decades
some_of_whom;expel_by;burmese_authorities
#_aid_worker;cite_in;the_kyein_ni_pin_camp
medecins_sans_frontieres;order_out_of;the_country
rohingya;look_upon_by;many_other_burmese
sectarian_and_ethnic_strife;shadow;burma_'s
some;dismay_by;the_relative_silence_of_aung_san_suu_kyi
washington;be_ready_to_give;$_#_#
the_us;become;a_weary_nation
the_ukrainians;decide_on;their_the_people
washington;provide_aid_to;kiev
we;ask_representative_of;the_east_of_ukraine
western_states;share_responsibility_for;ukrainian_crisis
this_a_ruse_of_our_western_partners_;be;a_ruse_of_our_western_western_partners
a_ruse_of_our_western_western_partners;say_after;talks_talks_with_swiss_president_and_chairperson-in-office_of_the_organisation_for_security_and_cooperation
president;welcome_release_of;pavel_gubarev
ukraine_banking_subsidiary;close;its_banking_subsidiary
it;be;the_nato_nato
europe;be_to_reassure;our_our
protesters_anti-government_protesters;be;erecting_barricades
no_violence;report_during;the_takeover
the_konstantinovka_konstantinovka;walk_into;the_building_the_building
control;hoist_flag_of;the_donetsk_the_donetsk_people
buildings;hold_talk_with;the_police
kiev_activists;gather_outside;the_city
st_._george_ribbons;drive_truck_with;concrete_blocks
protesters;block;the_entrance_the_entrance
local_activists;call_for;an_an_indefinite_rally_indefinite_rally
the_right;be;best_best_for_the_other_people
a_lot_of_trade;go_on_with;former_communist_nation_china
the_same_time;be_best_for;the_other_people
oil;be;the_issue
the_nsa;collect;data_mine_data
t;understand_in;our
the_us;have_about;#_percent_of_the_global_population
a_free_society;have;property_no_property_rights
wealth;create_by;the_federal_reserve
foreign_countries;take;our_we_dollars
afp;quote;_agence_france-presse
individuals;include_in;the_us_the_us
russian_foreign_minister_sergei_lavrov;call_for;direct_dialogue
those;take_power_in;kiev_kiev
local_media;report_on;sunday
several_enterprises;have_equal_in;ukraine
no_one;answer_phone_in;the_the_emergency_headquarters_formed_at_the_city_council_as_saying
eu;support_holding_of;free_and_fair_ukrainian_presidential_elections
ukraine_ukraine;expect_support_for;the_the_holding_of_free_and_fair_ukrainian_presidential_elections_on_25
this_procedure;provide_for_in;the_rules_of_the_the_world_trade_organization_-lrb-_wto_-rrb-_organization
a_source;send_note_to;the_eu_mission_the_third_energy_package
both_owning_and_operating;contain_rule_on;third_third
moscow;break_grind_on;the_south_stream_project
pipeline;operate_by;russia_'s_report_russia
the_other_#_percent;operate_by;a_third_third
energy_package;be;a_the_third_energy_package
package;propose_by;the_european_commission
fomin;say_on;thursday
this_information;correspond_to;reality
s;consider_to_be;a_universal_system
_helicopters_ballistic_and_cruise_missiles_;provide_with;range_radar
this_helicopter;codename;havoc
nato;design_in;the_#
a_30mm_chin;mount;gun
russian_helicopters_holding_company;deliver_to;iraq_iraq
type;deliver_to;iraq_iraq
the_first_group_of_iraqi_pilots_and_technicians;complete_training_at;russia_russia
we_them_which_;arrange_with;the_state_duma_the_state_duma_lower_house_of_russia_s_parliament_in_autumn
the_city_of_donetsk;return_from;moscow
friends;hold_by;the_junta
the_activists;detain;#_members_of_the_military_mission
the_defense_forces;agree_to_release;#_of_the_osce_team
special_monitoring_mission;deploy_by;a_request_of_ukraine_ukraine
eastern_ukraine;hit_by;#_protests
tuesday;host;the_second_annual_doing_business
several_russian_banks;deny_service_by;global_powerhouses_visa_and_mastercard
tensions;remain_high_across;the_country_'s_east
presidential_elections;set_for;may_#
a_bodyguard_of_insurgent_leader_denis_pushilin;stand_in;front_of_a_statue_of_russian_revolutionary_vladimir_lenin
russian_separatists;relinquish;their_employees_of_the_ukrainian_company_metinvest_clear_away_debris_in_a_government_building_in_mariupol_ukraine_on_friday_may_16_after_pro-russian_separatists
a_man;survey_damage_to;his_a_man_home
man;examine;ballots
the_ballots;use_in;early_presidential_voting
#_men;collect_part_of;a_ukrainian_armored_personnel_carrier
#_men;destroy;may
#;declare_independence_for;the_donetsk_donetsk_region
separatist;take_up_position_near;slovyansk
acting_ukrainian_president_oleksandr_turchynov;call;the_vote_propagandist_farce
a_voter;cast_ballot_in;eastern_ukraine_'s_independence_referendum
a_ukrainian_soldier;keep_guard_at;a_checkpoint
gunman;hold;his_weapon_a_pro-russian_gunman
soldiers;stand_at;a_a_checkpoint_near_slovyansk
a_ukrainian_unity_rally;greet_on;sunday
sunday;detain_after;bloody_clashes
red_carnations;leave_inside;the_burned_trade_union_building
protesters;gather_in;donetsk
leader_vladimir_lenin;be;part_a_portrait_of_bolshevik_leader_vladimir_lenin
city;become_focus_of;an_armed_russian
helicopters;be;downed_friday
ukraine;be;a_eastern_ukraine_'s
the_united_states;conduct_exercise_in;poland
armored_vehicles;travel_on;a_country_road
russian_foreign_minister_sergey_lavrov;accuse;the_west
militants;keep_record_of;their_pro-russia_militants_armed_with_baseball_bats_and_iron_bars
ukrainian_special_forces;take_position_at;an_abandoned_roadblock
a_ukrainian_special_forces_member;take;position_a_position_near_slovyansk_on_may_12
man;stand_on;a_street
demonstrators;attend;a_russian_pro-russian
cars;burn_out_after;an_attack
militant;see_at;the_roadblock_a_roadblock_in_slovyansk_on_sunday
ukrainian_riot_police_officers;stand_guard_during;a_ukrainian_demonstration
meeting;take;place_april_april_17
a_masked_gunman;stand_guard_near;tanks
a_ukrainian_helicopter;fly_over;a_column_of_ukrainian_army_combat_vehicles
activists;guard;a_barricade_april_april_15
activists;stand_guard_on;top_of_a_ukrainian_regional_administration_building
supporters;beat;a_ukrainian_pro-ukrainian
prime_minister_arseniy_yatsenyuk;speak;april_april_11
separatists;occupy;the_regional_a_ukrainian_regional_administration_building_in_slovyansk_on_monday
the_regional_a_ukrainian_regional_administration_building_in_slovyansk_on_monday;call_for;a_referendum_a_referendum
workers;clean_up_on;april_april_8
april_#_a_a_masked_man_masked_man;stand_on;top_of_a_barricade
donetsk;7.;protesters_pro-russian_protesters_light_candles_in_donetsk_on_saturday_may_3
activists;hold_rally_in;front_front_of_a_ukrainian_security_service_office_in_luhansk
a_a_russian_flag_russian_flag;attend;a_russia_pro-russia
soldiers;conduct_training_session_on;the_desna_military_shooting_range
russian_prime_minister_dmitry_medvedev;speak_about;the_economic_development_of_crimea_crimea_interim_ukrainian_president_oleksandr_turchynov
members_of_the_ukrainian_national_guard;take_part_in;military_exercises
ukrainian_tanks;transport_from;their_muzychko_and_the_right_sector_base
russian_troops;seize;most_of_ukraine_'s_ukraine_'s
they;leave_base_in;feodosia
russian_sailors;stand_on;the_deck_of_the_corvette_ship_suzdalets
forces;consolidate;their_pro-russian_militia_members
a_russian_sailor;hold;the_russian_navy_'s_st_._andrew_'s_flag
protesters;remove;the_gate_the_gate_of_the_belbek_air_base
troops;stand_guard_in;sevastopol
workers;install_sign_on;a_parliament_building
parliament_building;get_remove;tuesday
demonstrators;hold;a_crimean_crimea_interim_ukrainian_president_oleksandr_turchynov
a_ukrainian_man;apply_for;the_the_ukrainian_national_guard
ukrainian_soldier;stand_on;top_of_an_armored_vehicle
armed_soldiers;stand_guard_outside;a_a_ukrainian_military_base_in_perevalne
man;hold;a_a_crimean_flag
flag;stand_in;front_of_the_crimean_crimea_interim_ukrainian_president_oleksandr_turchynov
russian_flags;celebrate_in;front_front_of_the_crimean_parliament_building_in_simferopol
daughter;need_help_with;her_my_daughter
foot;press_on;nerves
ethics_and_politics;say_in;his
the_maidan_uprising;initiate_reform_in;their_the_expert_and_author_of_several_works_on_ethics_and_politics
french_expert;accuse;nato
the_global_scale;be_comparable_to;those_of_napoleon
ukraine;receive_more_than;#_#_first_tranche_of_a_credit
further_installments;make_available_upon;the_results_of_regular_reviews_of_the_ukrainian_authorities_action
allies;be_result_of;such_a_stance
allies;have_outcome_for;washington
the_current_government;base_on;a_coalition
representatives;block;this_initiative
we;continue_to_call_for;the_full_implementation_of_the_geneva_declaration
russia;be;_russia
southeastern_ukraine;grip_by;ongoing_protests
other_regions;demand_referendum_on;federalization
energy_minister_hamid_chitchian;meet;his_russian_counterpart_aleksandr_novak
expansion_of_russia_relations;be_to;the_benefit_of_the_#_nations
the_benefit_of_the_#_nations;be_beneficial_to;entire_region
#_megawatts_of_electricity;be_on;the_cards
_sunday;stress_need_for;further_expansion_of_economic_ties
the_importance;call_for;the_implementation_of_oil_gas_and_electricity_deals
russian_prime_minister_dmitry_medvedev;sign;a_resolution
subsoil_area;grant_to;the_jsc_gazprom
bank;introduce_at;the_end_of_march
the_services;resume;several_days
a_denis_pushilin;express_gratitude_to;putin_russian_president_vladimir_putin
vote;withdraw_from;ukraine_'s_eastern_ukraine_border
troops;be_active_in;crimea_crimea
ukrainian_prime_minister_arseny_yatseniuk;say;putin_'s_russian_president_vladimir_putin
russian_state_tv;portray;ukraine
the_eu;lay_groundwork_for;possible_sanctions
canadian_sanctions;be_tougher_than;the_eu's_the_eu_
moscow;say_on;thursday
kerry;speak_to;yatseniuk
mediators;take;their_international_mediators
reuters;take_view_on;the_the_referendum_which_has_a_completely_unclear_status_and_will_not_be_recognized_by_the_west
europe;have_ground_with;its_the_plan
street_protests;oust;a_moscow_pro-moscow
many_armed_people;be_in;donetsk_donetsk
roman_lyagin;tell_reuter_at;his_reuters_headquarters
donetsk;distribute_across;the_rebel_zone
leaders;threaten;more_sanctions_canadian_sanctions
we;meet_in;moscow_new_moscow
this_program;be_one_of;the_largest
course;come_of;the_beijing_beijing_or_shanghai_program
the_moscow_new_moscow;accelerate_development_of;investment_and_infrastructural_projects
deal;reach_during;sobyanin_moscow_mayor_sergei_sobyanin
the_east_of_ukraine;hold_in;donetsk_or_kharkov
former_president_leonid_kravchuk;say_on;thursday
ukrainian_presidential_candidate_mykhailo_dobkin;say_on;monday
the_attacker;aim_at;the_heart
the_attacker;say;dobkin
sniper;aim_at;kernes
the_surgery;continue_for;#_hours
life;be_in;danger
mayor;shoot_as;he_the_kharkiv_mayor
belarusian_president_alexander_lukashenko;say_on;friday
his_belarusian_president_alexander_lukashenko;use_to_boost;belarus_belarus_in_may_gold_and_currency_currency_reserves
professional_rights;occur_as;lifenews_sergey_golyandin
checkpoint;locate_from;the_barvenkovo_railway_station
golyandin;decide_to_have;a_talk
i;bend_on;my_his_knees
military;behave_in;a_pretty_aggressive_way
journalist;be;golyandin
the_image;post_in;global_look_press
#_#;detain_by;the_ukrainian_security_service_sbu
the_ukrainian_security_service_sbu;film_interview_with;an_opposition_leader
an_interview;deport_to;russia
the_new;detain_by;defense_forces
reporters;question_for;hours
heads_of_russian_tv_channels;call_on;international_organizations
both_donetsk_the_donetsk_people_'s;found_by;russians
the_russian_czars;have;a_habit
such_foreign_entrepreneur;be;charles_the_scottish_engineer_charles_gascoigne
visitors;go_see;a_bust_of_their_luhansk
#_#;establish_after;john_hughes
experience;win_concession_from;the_russian_government
the_enterprise;sail_to;the_southeastern_ukraine_ready_for_a_controversial_referendum
hughes_factory;give;its_1870
the_settlement;grow_in;its_its_name
city_'s_name;change_to;donetsk_the_donetsk_people_'s
bolshevik_revolution;see_departure_of;most_foreign_adventurers_and_company_officials
the_legacy;leave_behind_in;the_donbass
its_pro-russia_british_past;lead_to;terrific_satire
a_translation_of_the_piece;cite_in;the_the_herald_scotland_a_glaswegian_daily
seams_of_coal_and_ore;lay_foundation_for;our
families;form_basis_of;the_hardworking_character_of_modern_luhansk_luhansk
this;be_in;late_march
that;oppose_to;gazprom_'s_monopoly
that_european_consumers;find;this_a_uniform_gas_price
the_usa;forget;its_the_usa_own_interests
a_senior_russian_diplomat;express_regret_over;the_condition_of_the_basic_rights_and_freedoms
vladimir_naftogaz_chizhov_added;tell_conference_on;eu_eu_energy
ukraine_ukraine;be_to_meet_on;reverse_gas_supplies
tatars;become;a_a_small_coin
_ukraine_-rsb-_putin;stress;_russian_president_vladimir_putin
tatars;link_to;russia_russia_'
putin_russian_president_vladimir_putin;do_everything_to_make;crimean_the_crimean_tatars
unsolved;connect_with;the_economic_situation
the_fact_that_the_problems;do_on;purpose
we;carry_out;tests_the_tests
the_exercises;involve;all_branches_of_the_the_russian_armed_forces
the_country;tell_reporter_at;the_defense_the_russian_defense_ministry
aviation_and_aircraft_defenses;use_for;instance
russian_aerospace_defense_troops;override;a_massive_nuclear_missile_strike
a_massive_rocket_nuclear_strike;repel_by;a_ballistic_missile_defense_unit_of_air_and_missile_defense_troops
underwater_missile_carriers_of_the_pacific_and_northern_fleets;involve_in;the_the_planned_drills
even_more_money;spend_on;accommodation
travel;be_subject_to;scrutiny
presidential_trips;chalk_up;the_costs
feltman;wind_up;his_u.n._under-secretary-general_jeffrey_feltman
mission;be_on;his_u.n._under-secretary-general_jeffrey_feltman
air_defense_systems;take_up_chunk_of;the_market
accounts;make_to;#_%_of_russia_russia
the_next_most_popular_items_of_export;be;naval_equipment
latin_american_countries;buy;aircraft
the_united_nations;be_basis_of;the_referendum
lugansk_regions;vote_for;the_an_equal_right
geneva_process;create_basis_for;some_kind_of_a_dialogue
it;be_pity_for;the_ukrainians
the_aim;be_to_keep;the_whole_of_ukraine_the_ukrainians
belousov;say_on;monday
#;arrive_in;the_european_parliamentary_election_process
media;mention;mr_eu_presidents_van_rompuy
rompuy;make_series_of;remarkable_assertions
the_overall_tone;be_akin_to;something
comments;endorse;eu_the_eu
others;live_in;ukraine_ukraine
the_elections;hold_on;the_background_of_a_civil_war
we;remove_obstacle_to;the_signing_of_the_a_draft_treaty
russia;discuss_in;minsk_minsk_on_april_29
eurasian_economic_union;set_up_in;astana
eurasian_economic_commission;be;a_the_european_economic_commission
common_economic_space;operate_since;the_start_of_#
organisational_framework_of_the_the_customs_union_of_belarus_kazakhstan_and_russia;lay_down;the_main_principles_of_its
japanese_government;impose_sanction_on;russia_russia
taken.japan;introduce_package_of;sanctions
sanctions;relate_with;russia_russia
this;be;a_this
this;be;a_this
president_vladimir_putin;s_visit_to;china
cif;disclose;its
company;implement_project_in;libya
the_disgrace;have;the_effect
technology;come;a_long_way
latter;lead_to;the_rise_of_low_emission_zones
city;be;the_developed_world_'s_capital_of_congestion
#;be;belgium_'s
belgium_'s;rank_10th_in;the_the_developed_world_'s_world
