the,Europe,stop_after
Russia,United,urge
Russia,the,urge
the,Ukraine,condemn
the,Ukraine,deport_from
Russia,the,name_in
Russia,Ukrainian,take_upon
Russia,the,take_upon
the,Russia,say
Russia,the,have_presence_in
the,Europe,be_same_as
the,Ukraine,do_in
United,the,say
Ukraine,the,be_ready_to_pay
Yuri Prodan,Ukraine,be_ready_to_pay
Arseny Yatsenyuk,the,prepare_to_pay
Ukrainian,Europe,incorporate_into
the,Ukraine,give
EU Energy,Ukraine,help_to_solve
the,Kiev,provide_support_to
RWE AG,Ukraine,resume
RWE AG,the,resume
European Union,Ukraine,promise_assistance_to
the,Ukrainian,supply_across
Kiev,the,release
the,Ukrainian,accuse_by
Kiev,East,shell
Kiev,Kramatorsk,shell
Kiev,the,shell
the,Russia,threaten
the,West,warn
Moscow,Crete,expect
Moscow,the,expect
the,Crete,include
Human Rights,Kiev,say_in
Petro Poroshenko,the,elect_in
Donetsk,the,hold
the,Soviet,guard_entrance_to
the,Moscow,reflect
Ukraine,Donetsk,center_in
Ukraine,the,center_in
Ukrainian,the,stand_guard_on
NEW,Sol,get
NEW,Ukrainian,get
Denis Pushilin,Russia,stand_in
Ukrainian,the,call
the,Odessa,die_in
Ukraine,East,be
Europe,NEW,arrive_to_take_part_in
Vyacheslav Ponomarev,Slovyansk,declare
Slovyansk,the,refer_to
United,Poland,conduct_exercise_in
Sergey Lavrov,West,accuse
Sergey Lavrov,the,accuse
Ukraine,Pro-Russia,say
Ukraine,Russia,say
Ukraine,the,say
the,Pro-Russia,lay_down
the,Russia,lay_down
Ukrainian,Slovyansk,take
the,Donetsk,seize_in
Vladimir Putin,the,speak_to
Ukraine,the,say_for
Donetsk,Pro-Russia,7.
Donetsk,Russia,7.
Dmitry Medvedev,Crimea,speak_about
Dmitry Medvedev,Ukrainian,speak_about
Dmitry Medvedev,the,speak_about
the,Ukrainian,topple
Ukrainian,the,transport_from
Alexander Vitko,Sevastopol,leave
Alexander Vitko,Ukrainian,leave
Alexander Vitko,the,leave
NEW,Moscow,join_hand_in
Ukrainian,the,apply_for
Donetsk,Pro-Russia,rally_by
Donetsk,Russia,rally_by
Moscow,Crimea,annex
Moscow,Ukraine,annex
Ukraine,Russia,roil_by
Russia,the,boo_by
Ukrainian,the,have_to_review
West,Moscow,accuse
Donetsk,Kiev,pay_at
Sergei Lavrov,Moscow,say
Moscow,Europe,send_letter_to
Moscow,the,send_letter_to
the,Ukraine,sign
Russia,the,secure_order_for
Germany,the,license_to_do
Russia,Europe,be
Russia,Ukraine,be
