#;the_european_parliamentary_election_process
another_company_of_soldiers;poland
russian_president_vladimir_putin;the_hero_city_of_sevastopol_sevastopol
zannier;kiev_kiev
a_abocar_a_young_man_from_mali_young_man;libya_oil-rich_libya
the_european_military_observers;ukraine_ukraine
may;estonia
foreign_mercenaries;odessa_the_odessa
british_officials;abuja_abuja
defence;abuja_abuja
u_u.s._president_barack_obama_said_monday_that_his_government_is_not_attempting_to_build_military_bases_in_the_philippines_.s._president_barack_obama;the_the_philippines_'_philippines
a_russian_pacific_fleet_squadron;china
lamberto_zannier;kiev_kiev
wednesday;japan
saturday;kiev
u.s._troops;poland_nato_member_poland
general_lamberto_zannier;kiev
a_contingent_of_#_american_soldiers;the_polish_town_of_swidwin
troops;riga
zannier;kiev_kiev
a_total_of_#_u.s._troops;poland
representatives_of_several_foreign_countries;moscow_moscow
