the_russian_foreign_ministry;saturday
fomin;thursday
moscow;thursday
former_president_leonid_kravchuk;thursday
ukrainian_presidential_candidate_mykhailo_dobkin;monday
belarusian_president_alexander_lukashenko;friday
belousov;monday
the_sergei_stanishev;sunday
a_city_resident;friday
german_foreign_minister_walter_steinmeier;friday
the_ukrainian_security_service;monday
opposition_presidential_candidate_mykhailo_dobkin;tuesday
jerome_vacher;wednesday
crimean_state_council_parliament_chairman_vladimir_konstantinov;thursday
_arsen_avakov;his_arsen_avakov
president_barack_obama;thursday
ministry;its_china_said_on_wednesday_it_would_conduct_joint_naval_drills_with_russia_in_the_east_china_sea_off_shanghai_in_late_may_in_what_it_called_a_bid_to_deepen_military_cooperation_website
the_russian_foreign_ministry;wednesday
vladimir_putin;monday
house_press_secretary_jay_carney;monday_this
foreign_minister_andrei_deshchitsa;sunday
the_german_defense_ministry;monday
the_russian_foreign_ministry;thursday
investigation;sunday
the_search_authority;saturday
speaker_of_the_state_duma_lower_house_of_the_russian_parliament;monday
the_mp;his_facebook
_the_u.n.;monday
the_press_service_of_the_company;friday
a_senior_u.s._official;monday
yuri_vorobyov;saturday
oleksandr_turchynov;wednesday
a_separate_question;monday
interior_minister_arsen_avakov;monday
a_janusz_lewandowski;friday
any_any_indication_of_troops;his_twitter_nato_secretary_general_anders_fogh_rasmussen
the_run_china_news_service;tuesday
ministry;monday
energy_minister_alexander_novak;thursday
the_ukrainian_foreign_ministry;friday
defense_minister_jean_yves_le_drian;thursday
system_operator_company;wednesday
volga_group;monday
a_senior_administration_official;condition_of_anonymity
the_russian_foreign_ministry;wednesday
general_philip_general_philip_breedlove;monday_he_general_philip_breedlove
germany;sunday
minister_of_industry_and_trade_denis_manturov;monday
any_any_indication_of_troops;his_twitter_nato_secretary_general_anders_fogh_rasmussen
ukraine;wednesday
peskov;friday
the_russian_foreign_ministry;thursday
a_source_of_concern;wednesday
head_of_the_federal_migration_service_konstantin_romodanovsky;tuesday
election_commission;sunday
russian_president_vladimir_putin;thursday
russian_foreign_ministry;thursday
prime_minister_dmitry_medvedev;wednesday
the_contract;monday
sector_leader_dmitry_yarosh;wednesday
german_chancellor_angela_merkel_and_french_president_francois_hollande;saturday
energy_and_coal_industry_minister_yuri_prodan;thursday
the_russian_foreign_ministry;sunday
belarusian_president_alexander_lukashenko;friday
any_any_indication_of_troops;his_twitter_nato_secretary_general_anders_fogh_rasmussen
konstantin_dolgov;twitter
alexander_lukashevich;thursday
diplomatic_agency;monday
the_russian_foreign_ministry;friday
the_russian_foreign_ministry;monday
the_russian_foreign_ministry;wednesday
national_bank_chairman_stepan_kubiv;monday
the_ukrainian_security_service;friday
the_russian_foreign_ministry;monday
president_aleksandr_turchinov;wednesday
interior_minister_arsen_avakov;tuesday
u.s._air_force_general_philip_u.s._air_force_general_philip_breedlove;monday_the_russians_vladimir_putin_at_the_moment
verkhovna_rada_anna_gherman;thursday
department;wednesday
alexander_grushko;tuesday
the_bearded_lady;his_conchita_wurst_the_onstage_drag_persona_of_thomas_neuwirth
leader_viktor_medvedchuk;thursday
the_press_service_of_the_russian_government;sunday
the_russian_defense_ministry;tuesday
the_russian_investigative_committee;thursday
the_minister;monday
charge_of_the_company;wednesday
the_ukrainian_foreign_ministry_'s_informational_policy_department;monday
rf_foreign_minister_sergei_lavrov;thursday
the_government;its_the_organisation_for_security_and_cooperation_in_europe_-lrb-_osce_-rrb-_website
press_service;thursday
nations_vitaly_churkin;tuesday
the_kremlin;sunday_next_sunday
ukrainian_energy_minister_yuriy_prodan;friday
foreign_minister;tuesday_in_tuesday
dneptropetrovsk;wednesday
press_secretary_dmitry_peskov;thursday
the_russian_foreign_ministry;wednesday
spokesman;friday
the_press_service_of_the_ministry_of_energy_and_coal_industry;thursday
top_security_official;thursday
leaders_of_top_european_leaders_european_countries;friday
transport_minister_kamal_bin_ahmed;monday
kerry;thursday
he_;the_eve_of_his_kerry_landing_in_the_south_sudan_capital_of_juba_on_friday
the_russian_foreign_ministry;sunday
foreign_minister_andrii_deshchytsia;tuesday
the_russian_foreign_ministry;tuesday
rasmussen;monday
the_white_house;tuesday
russian_energy_minister_alexander_novak;saturday
spokesperson_sergei_kupriyanov;april_#
irina_yarovaya;saturday
chief_of_the_main_international_military_cooperation_department_of_the_russian_defense_ministry_sergei_koshelev;tuesday
russia_'s_foreign_ministry;monday
interior_minister_arsen_avakov;his_facebook_coup-appointed_interior_minister_arsen_avakov
canadian_prime_minister_stephen_harper;wednesday
slovakia;saturday
foreign_ministry;thursday
chairperson_of_the_federation_council;thursday
interior_minister_arsen_avakov;monday
a_year;tuesday
the_russian_foreign_ministry;thursday
hollande;saturday
foreign_minister_elias_jaua;the_televen_tv_channel
presidential_spokesman_dmitry_peskov;monday
general_aldo_quiroga;thursday
the_russian_foreign_ministry;wednesday
people_'s_mayor_of_the_town;tuesday
a_senior_u.s._official;condition_of_anonymity
the_foreign_ministry;thursday_the_a_russian_intelligence_officer_who_had_been_collecting_intelligence_on_ukrainian-nato_military_and_political_cooperation
nigerian_president_goodluck_jonathan;friday
the_foreign_ministry;thursday
actions;thursday
alexander_lukashevich;thursday
the_foreign_ministry;wednesday
amnesty_international;its_website_kiev
